00:00.781  blend            | Read blend: "C:\Users\fukud\Documents\Codex\2026-08-13\referenced-chatgpt-conversation-this-is-an\morrowgear-drone-java\docs\design\carrier-v25\chunkbuster-v25.blend"
16:21:43 | INFO: Blender create Mesh node Cylinder.169
16:21:43 | INFO: Blender create Mesh node Cylinder.167
16:21:43 | INFO: Blender create Mesh node H01_ContinuousLiftingBody_Mesh.004
16:21:43 | INFO: Blender create Mesh node H03_CrownJoint.029
16:21:43 | INFO: Blender create Mesh node H03_CrownJoint.027
16:21:43 | INFO: Blender create Mesh node H03_CrownJoint.025
16:21:43 | INFO: Blender create Mesh node H03_CrownJoint.023
16:21:43 | INFO: Blender create Mesh node H03_CrownJoint.021
16:21:43 | INFO: Blender create Mesh node H03_CrownJoint.019
16:21:43 | INFO: Blender create Mesh node Cube.414
16:21:43 | INFO: Blender create Mesh node Cube.412
16:21:43 | INFO: Blender create Mesh node Cube.410
16:21:43 | INFO: Blender create Mesh node Cube.408
16:21:43 | INFO: Blender create Mesh node H06_NoseChamfer.004
16:21:43 | INFO: Blender create Mesh node H07_ShoulderJoint.004
16:21:43 | INFO: Blender create Mesh node I01_ShoulderIntake_Bezel.004
16:21:43 | INFO: Blender create Mesh node I01_ShoulderIntake_Interior_Mesh.004
16:21:43 | INFO: Blender create Mesh node P01_IntakeCowl.004
16:21:43 | INFO: Blender create Mesh node P02_IntakeLip.004
16:21:43 | INFO: Blender create Mesh node P03_IntakeThroat.004
16:21:43 | INFO: Blender create Mesh node P04_IntakeBack.004
16:21:43 | INFO: Blender create Mesh node P05_WingCowlBlend.009
16:21:43 | INFO: Blender create Mesh node P05_WingCowlBlend.007
16:21:43 | INFO: Blender create Mesh node P06_IntakeGuide.009
16:21:43 | INFO: Blender create Mesh node P06_IntakeGuide.007
16:21:43 | INFO: Blender create Mesh node P07_CowlWarning.004
16:21:43 | INFO: Blender create Mesh node P10_ExhaustRim.004
16:21:43 | INFO: Blender create Mesh node P11_ExhaustThroat.004
16:21:43 | INFO: Blender create Mesh node P12_ExhaustBack.004
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.079
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.077
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.075
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.073
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.071
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.069
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.067
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.065
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.063
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.061
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.059
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.057
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.055
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.053
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.051
16:21:43 | INFO: Blender create Mesh node P13_HeatPetal.049
16:21:43 | INFO: Blender create Mesh node P14_InternalMixer.014
16:21:43 | INFO: Blender create Mesh node P14_InternalMixer.012
16:21:43 | INFO: Blender create Mesh node P14_InternalMixer.010
16:21:43 | INFO: Blender create Mesh node P15_ExhaustApron.004
16:21:43 | INFO: Blender create Mesh node R01_DuctWall_Mesh.004
16:21:43 | INFO: Blender create Mesh node R02_RecessedLip_Mesh.004
16:21:43 | INFO: Blender create Mesh node R03_LowerLip_Mesh.004
16:21:43 | INFO: Blender create Mesh node Cylinder.161
16:21:43 | INFO: Blender create Mesh node Cylinder.159
16:21:43 | INFO: Blender create Mesh node R06_Blade_00_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_01_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_02_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_03_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_04_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_05_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_06_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_07_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_08_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_09_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_10_Mesh.004
16:21:43 | INFO: Blender create Mesh node R06_Blade_11_Mesh.004
16:21:43 | INFO: Blender create Mesh node Cube.406
16:21:43 | INFO: Blender create Mesh node Cube.404
16:21:43 | INFO: Blender create Mesh node Cube.402
16:21:43 | INFO: Blender create Mesh node Cube.400
16:21:43 | INFO: Blender create Mesh node Cube.398
16:21:43 | INFO: Blender create Mesh node Cube.396
16:21:43 | INFO: Blender create Mesh node S01_VisorRecess_Mesh.004
16:21:43 | INFO: Blender create Mesh node S02_VisorOptic_Mesh.004
16:21:43 | INFO: Blender create Mesh node Cube.394
16:21:43 | INFO: Blender create Mesh node Cube.392
16:21:43 | INFO: Blender create Mesh node Cube.390
16:21:43 | INFO: Blender create Mesh node Cube.388
16:21:43 | INFO: Blender create Mesh node Cube.386
16:21:43 | INFO: Blender create Mesh node Cube.384
16:21:43 | INFO: Blender create Mesh node Cube.382
16:21:43 | INFO: Blender create Mesh node V22_AvionicsServiceLockSlot.003
